"ID","Organism.Name","Strain","BioSample","BioProject","Assembly","GenBank.FTP"
577,"Streptomyces sp. CNT371","CNT371","SAMN02597256 ","PRJNA169776","GCA_000514995.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/514/995/GCA_000514995.1_ASM51499v1"
578,"Streptomyces sp. CNR698","CNR698","SAMN02597259 ","PRJNA169773","GCA_000515055.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/515/055/GCA_000515055.1_ASM51505v1"
579,"Streptomyces sp. Tu 6176","Tu 6176","SAMN02666786 ","PRJNA239680","GCA_000611795.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/611/795/GCA_000611795.1_Tu61761.0"
580,"Streptomyces sp. SolWspMP-sol2th","SolWspMP-sol2th","SAMN02951871 ","PRJNA169755","GCA_000647875.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/647/875/GCA_000647875.1_ASM64787v1"
581,"Streptomyces sp. UNC401CLCol","UNC401CLCol","SAMN02743369 ","PRJNA234927","GCA_000686765.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/765/GCA_000686765.1_ASM68676v1"
582,"Streptomyces sp. CNQ-525","CNQ-525","SAMN02841146 ","PRJNA187125","GCA_000701285.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/285/GCA_000701285.1_ASM70128v1"
583,"Streptomyces sp. CNS654","CNS654","SAMN02841233 ","PRJNA239507","GCA_000702365.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/365/GCA_000702365.1_ASM70236v1"
585,"Streptomyces sp. NRRL S-118","NRRL S-118","SAMN02645392 ","PRJNA238534","GCA_000716335.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/716/335/GCA_000716335.1_ASM71633v1"
587,"Streptomyces sp. NRRL WC-3774","NRRL WC-3774","SAMN02645406 ","PRJNA238534","GCA_000721945.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/945/GCA_000721945.1_ASM72194v1"
589,"Streptomyces sp. NRRL S-474","NRRL S-474","SAMN02645436 ","PRJNA238534","GCA_000722015.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/722/015/GCA_000722015.1_ASM72201v1"
591,"Streptomyces sp. NRRL F-5140","NRRL F-5140","SAMN02645495 ","PRJNA238534","GCA_000722355.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/722/355/GCA_000722355.1_ASM72235v1"
593,"Streptomyces sp. NRRL F-6676","NRRL F-6676","SAMN02645487 ","PRJNA238534","GCA_000725625.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/625/GCA_000725625.1_Doro.v1.0"
594,"Streptomyces sp. NRRL B-3253","NRRL B-3253","SAMN02645459 ","PRJNA238534","GCA_000725635.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/635/GCA_000725635.1_Doro.v1.0"
595,"Streptomyces sp. NRRL F-5635","NRRL F-5635","SAMN02645452 ","PRJNA238534","GCA_000725645.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/645/GCA_000725645.1_Doro.v1.0"
596,"Streptomyces sp. NRRL S-1896","NRRL S-1896","SAMN02645516 ","PRJNA238534","GCA_000725655.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/655/GCA_000725655.1_Doro.v1.0"
597,"Streptomyces sp. NRRL S-623","NRRL S-623","SAMN02645523 ","PRJNA238534","GCA_000725705.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/705/GCA_000725705.1_Doro.v1.0"
598,"Streptomyces sp. NRRL WC-3719","NRRL WC-3719","SAMN02645410 ","PRJNA238534","GCA_000725715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/715/GCA_000725715.1_Doro.v1.0"
599,"Streptomyces sp. M10","M10","SAMN02781121 ","PRJNA176719","GCA_000800535.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/535/GCA_000800535.1_ASM80053v1"
600,"Streptomyces sp. CT34","CT34","SAMN03144576 ","PRJNA263121","GCA_000805335.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/805/335/GCA_000805335.1_ASM80533v1"
601,"Streptomyces sp. NBRC 110035","NBRC 110035","SAMD00020221 ","PRJDB3149","GCA_000829695.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/695/GCA_000829695.1_ASM82969v1"
602,"Streptomyces sp. NBRC 110027","NBRC 110027","SAMD00020222 ","PRJDB3150","GCA_000829715.2 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/715/GCA_000829715.2_ASM82971v2"
603,"Streptomyces sp. FxanaA7","FxanaA7","SAMN02745829 ","PRJNA182450","GCA_000958545.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/958/545/GCA_000958545.1_ASM95854v1"
604,"Streptomyces sp. NBRC 110030","NBRC 110030","SAMD00020839 ","PRJDB3172","GCA_001417675.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/417/675/GCA_001417675.1_ASM141767v1"
605,"Streptomyces sp. NBRC 110028","NBRC 110028","SAMD00026622 ","PRJDB3539","GCA_001417735.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/417/735/GCA_001417735.1_ASM141773v1"
606,"Streptomyces sp. Root369","Root369","SAMN04155792 ","PRJNA297942","GCA_001425805.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/425/805/GCA_001425805.1_Root369"
607,"Streptomyces sp. Root1295","Root1295","SAMN04155717 ","PRJNA297942","GCA_001426325.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/426/325/GCA_001426325.1_Root1295"
608,"Streptomyces sp. Root1304","Root1304","SAMN04155719 ","PRJNA297942","GCA_001426405.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/426/405/GCA_001426405.1_Root1304"
609,"Streptomyces sp. Root1310","Root1310","SAMN04155721 ","PRJNA297942","GCA_001426425.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/426/425/GCA_001426425.1_Root1310"
610,"Streptomyces sp. Root431","Root431","SAMN04155804 ","PRJNA297942","GCA_001426585.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/426/585/GCA_001426585.1_Root431"
611,"Streptomyces sp. Root1319","Root1319","SAMN04155723 ","PRJNA297942","GCA_001426615.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/426/615/GCA_001426615.1_Root1319"
612,"Streptomyces sp. Root55","Root55","SAMN04155823 ","PRJNA297942","GCA_001427245.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/427/245/GCA_001427245.1_Root55"
613,"Streptomyces sp. Root63","Root63","SAMN04155842 ","PRJNA297942","GCA_001427565.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/427/565/GCA_001427565.1_Root63"
614,"Streptomyces sp. Root66D1","Root66D1","SAMN04155851 ","PRJNA297942","GCA_001427745.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/427/745/GCA_001427745.1_Root66D1"
615,"Streptomyces sp. Root264","Root264","SAMN04155772 ","PRJNA297942","GCA_001428885.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/428/885/GCA_001428885.1_Root264"
616,"Streptomyces sp. MBT76","MBT76","SAMN04253747 ","PRJNA301664","GCA_001445655.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/655/GCA_001445655.1_ASM144565v1"
617,"Streptomyces sp. DSM 15324","DSM 15324","SAMN04193352 ","PRJNA299231","GCA_001514285.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/514/285/GCA_001514285.1_ASM151428v1"
618,"Streptomyces sp. RV15","RV15","SAMN04193357 ","PRJNA299236","GCA_001514305.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/514/305/GCA_001514305.1_ASM151430v1"
619,"Streptomyces sp. SA3_actG","SA3_actG","SAMN02441809 ","PRJNA49357","GCA_000179195.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/195/GCA_000179195.1_ASM17919v1"
620,"Streptomyces sp. SA3_actF","SA3_actF","SAMN02441794 ","PRJNA49359","GCA_000179215.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/215/GCA_000179215.1_ASM17921v1"
621,"Streptomyces sp. W007","W007","SAMN02472142 ","PRJNA74679","GCA_000239075.2 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/075/GCA_000239075.2_ASM23907v2"
622,"Streptomyces sp. TOR3209","TOR3209","SAMN02469879 ","PRJNA71265","GCA_000259895.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/895/GCA_000259895.1_ASM25989v1"
623,"Streptomyces sp. AA1529","AA1529","SAMN02470041 ","PRJNA169173","GCA_000280905.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/280/905/GCA_000280905.1_ASM28090v1"
624,"Streptomyces sp. FxanaC1","FxanaC1","SAMN02440408 ","PRJNA169746","GCA_000375625.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/375/625/GCA_000375625.1_ASM37562v1"
625,"Streptomyces sp. DvalAA-83","DvalAA-83","SAMN02441645 ","PRJNA169752","GCA_000382745.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/745/GCA_000382745.1_ASM38274v1"
626,"Streptomyces sp. FXJ7.023","FXJ7.023","SAMN02470037 ","PRJNA189794","GCA_000404005.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/005/GCA_000404005.1_Streptomyces_sp._FXJ7.023"
628,"Streptomyces sp. PRh5","PRh5","SAMN02951919 ","PRJNA233446","GCA_000590515.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/515/GCA_000590515.1_Streptomyces_sp._PRh5_version1.0"
629,"Streptomyces sp. NTK 937","NTK 937","SAMN02725841 ","PRJNA244371","GCA_000698495.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/495/GCA_000698495.1_NTK937"
630,"Streptomyces sp. NRRL B-11253","NRRL B-11253","SAMN02645192 ","PRJNA238534","GCA_000716455.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/716/455/GCA_000716455.1_ASM71645v1"
631,"Streptomyces sp. NRRL F-525","NRRL F-525","SAMN02645279 ","PRJNA238534","GCA_000716605.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/716/605/GCA_000716605.1_ASM71660v1"
632,"Streptomyces sp. NRRL F-6674","NRRL F-6674","SAMN02645280 ","PRJNA238534","GCA_000716615.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/716/615/GCA_000716615.1_ASM71661v1"
633,"Streptomyces sp. NRRL WC-3744","NRRL WC-3744","SAMN02645285 ","PRJNA238534","GCA_000717095.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/717/095/GCA_000717095.1_ASM71709v1"
634,"Streptomyces sp. NRRL B-12105","NRRL B-12105","SAMN02645351 ","PRJNA238534","GCA_000717635.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/717/635/GCA_000717635.1_ASM71763v1"
635,"Streptomyces sp. NRRL WC-3702","NRRL WC-3702","SAMN02645409 ","PRJNA238534","GCA_000717805.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/717/805/GCA_000717805.1_ASM71780v1"
636,"Streptomyces sp. NRRL S-455","NRRL S-455","SAMN02645426 ","PRJNA238534","GCA_000717875.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/717/875/GCA_000717875.1_ASM71787v1"
637,"Streptomyces sp. NRRL WC-3744","NRRL WC-3744","SAMN02645416 ","PRJNA238534","GCA_000717895.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/717/895/GCA_000717895.1_ASM71789v1"
638,"Streptomyces sp. NRRL S-244","NRRL S-244","SAMN02645430 ","PRJNA238534","GCA_000717915.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/717/915/GCA_000717915.1_ASM71791v1"
639,"Streptomyces sp. NRRL S-241","NRRL S-241","SAMN02645431 ","PRJNA238534","GCA_000717925.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/717/925/GCA_000717925.1_ASM71792v1"
640,"Streptomyces sp. NRRL S-920","NRRL S-920","SAMN02645438 ","PRJNA238534","GCA_000717945.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/717/945/GCA_000717945.1_ASM71794v1"
641,"Streptomyces sp. NRRL F-2305","NRRL F-2305","SAMN02645274 ","PRJNA238534","GCA_000718375.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/718/375/GCA_000718375.1_ASM71837v1"
642,"Streptomyces sp. NRRL F-4335","NRRL F-4335","SAMN02645276 ","PRJNA238534","GCA_000718395.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/718/395/GCA_000718395.1_ASM71839v1"
643,"Streptomyces sp. NRRL S-31","NRRL S-31","SAMN02645408 ","PRJNA238534","GCA_000718775.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/718/775/GCA_000718775.1_ASM71877v1"
644,"Streptomyces sp. NRRL WC-3626","NRRL WC-3626","SAMN02645407 ","PRJNA238534","GCA_000718785.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/718/785/GCA_000718785.1_ASM71878v1"
645,"Streptomyces sp. NRRL WC-3703","NRRL WC-3703","SAMN02645414 ","PRJNA238534","GCA_000718815.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/718/815/GCA_000718815.1_ASM71881v1"
646,"Streptomyces sp. NRRL WC-3540","NRRL WC-3540","SAMN02645429 ","PRJNA238534","GCA_000718915.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/718/915/GCA_000718915.1_ASM71891v1"
647,"Streptomyces sp. NRRL S-237","NRRL S-237","SAMN02645433 ","PRJNA238534","GCA_000718935.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/718/935/GCA_000718935.1_ASM71893v1"
648,"Streptomyces sp. NRRL S-813","NRRL S-813","SAMN02645439 ","PRJNA238534","GCA_000718945.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/718/945/GCA_000718945.1_ASM71894v1"
649,"Streptomyces sp. NRRL S-575","NRRL S-575","SAMN02645442 ","PRJNA238534","GCA_000718955.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/718/955/GCA_000718955.1_ASM71895v1"
650,"Streptomyces sp. NRRL F-2664","NRRL F-2664","SAMN02645275 ","PRJNA238534","GCA_000719345.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/345/GCA_000719345.1_ASM71934v1"
651,"Streptomyces sp. NRRL S-1448","NRRL S-1448","SAMN02645447 ","PRJNA238534","GCA_000719365.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/365/GCA_000719365.1_ASM71936v1"
652,"Streptomyces sp. NRRL B-5680","NRRL B-5680","SAMN02645449 ","PRJNA238534","GCA_000719415.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/415/GCA_000719415.1_ASM71941v1"
653,"Streptomyces sp. NRRL F-5639","NRRL F-5639","SAMN02645453 ","PRJNA238534","GCA_000719425.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/425/GCA_000719425.1_ASM71942v1"
654,"Streptomyces sp. NRRL F-5630","NRRL F-5630","SAMN02645457 ","PRJNA238534","GCA_000719475.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/475/GCA_000719475.1_ASM71947v1"
655,"Streptomyces sp. NRRL B-3229","NRRL B-3229","SAMN02645458 ","PRJNA238534","GCA_000719505.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/505/GCA_000719505.1_ASM71950v1"
656,"Streptomyces sp. NRRL F-5727","NRRL F-5727","SAMN02645466 ","PRJNA238534","GCA_000719555.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/555/GCA_000719555.1_ASM71955v1"
657,"Streptomyces sp. NRRL S-1824","NRRL S-1824","SAMN02645468 ","PRJNA238534","GCA_000719575.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/575/GCA_000719575.1_ASM71957v1"
658,"Streptomyces sp. NRRL F-5681","NRRL F-5681","SAMN02645469 ","PRJNA238534","GCA_000719585.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/585/GCA_000719585.1_ASM71958v1"
659,"Streptomyces sp. NRRL S-1813","NRRL S-1813","SAMN02645470 ","PRJNA238534","GCA_000719605.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/605/GCA_000719605.1_ASM71960v1"
660,"Streptomyces sp. NRRL B-1322","NRRL B-1322","SAMN02645474 ","PRJNA238534","GCA_000719625.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/625/GCA_000719625.1_ASM71962v1"
661,"Streptomyces sp. NRRL B-1381","NRRL B-1381","SAMN02645475 ","PRJNA238534","GCA_000719655.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/655/GCA_000719655.1_ASM71965v1"
662,"Streptomyces sp. NRRL F-5555","NRRL F-5555","SAMN02645478 ","PRJNA238534","GCA_000719665.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/665/GCA_000719665.1_ASM71966v1"
663,"Streptomyces sp. NRRL F-6131","NRRL F-6131","SAMN02645482 ","PRJNA238534","GCA_000719695.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/695/GCA_000719695.1_ASM71969v1"
664,"Streptomyces sp. NRRL S-350","NRRL S-350","SAMN02645483 ","PRJNA238534","GCA_000719705.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/705/GCA_000719705.1_ASM71970v1"
665,"Streptomyces sp. NRRL F-5917","NRRL F-5917","SAMN02645485 ","PRJNA238534","GCA_000719735.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/735/GCA_000719735.1_ASM71973v1"
666,"Streptomyces sp. NRRL F-6677","NRRL F-6677","SAMN02645484 ","PRJNA238534","GCA_000719745.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/745/GCA_000719745.1_ASM71974v1"
667,"Streptomyces sp. NRRL S-1314","NRRL S-1314","SAMN02645489 ","PRJNA238534","GCA_000719785.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/785/GCA_000719785.1_ASM71978v1"
668,"Streptomyces sp. NRRL F-5065","NRRL F-5065","SAMN02645490 ","PRJNA238534","GCA_000719815.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/815/GCA_000719815.1_ASM71981v1"
669,"Streptomyces sp. NRRL F-4474","NRRL F-4474","SAMN02645496 ","PRJNA238534","GCA_000719855.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/855/GCA_000719855.1_ASM71985v1"
670,"Streptomyces sp. NRRL F-2799","NRRL F-2799","SAMN02645500 ","PRJNA238534","GCA_000719895.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/895/GCA_000719895.1_ASM71989v1"
671,"Streptomyces sp. NRRL F-2890","NRRL F-2890","SAMN02645501 ","PRJNA238534","GCA_000719915.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/915/GCA_000719915.1_ASM71991v1"
672,"Streptomyces sp. NRRL F-2202","NRRL F-2202","SAMN02645502 ","PRJNA238534","GCA_000719925.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/925/GCA_000719925.1_ASM71992v1"
673,"Streptomyces sp. NRRL F-3218","NRRL F-3218","SAMN02645510 ","PRJNA238534","GCA_000720055.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/055/GCA_000720055.1_ASM72005v1"
674,"Streptomyces sp. NRRL F-3273","NRRL F-3273","SAMN02645509 ","PRJNA238534","GCA_000720065.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/065/GCA_000720065.1_ASM72006v1"
676,"Streptomyces sp. NRRL F-2580","NRRL F-2580","SAMN02645512 ","PRJNA238534","GCA_000720115.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/115/GCA_000720115.1_ASM72011v1"
677,"Streptomyces sp. NRRL S-1022","NRRL S-1022","SAMN02645515 ","PRJNA238534","GCA_000720135.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/135/GCA_000720135.1_ASM72013v1"
678,"Streptomyces sp. NRRL F-2747","NRRL F-2747","SAMN02645513 ","PRJNA238534","GCA_000720145.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/145/GCA_000720145.1_ASM72014v1"
679,"Streptomyces sp. NRRL S-337","NRRL S-337","SAMN02645518 ","PRJNA238534","GCA_000720175.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/175/GCA_000720175.1_ASM72017v1"
680,"Streptomyces sp. NRRL S-340","NRRL S-340","SAMN02645519 ","PRJNA238534","GCA_000720185.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/185/GCA_000720185.1_ASM72018v1"
681,"Streptomyces sp. NRRL S-475","NRRL S-475","SAMN02645522 ","PRJNA238534","GCA_000720215.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/215/GCA_000720215.1_ASM72021v1"
682,"Streptomyces sp. NRRL S-98","NRRL S-98","SAMN02645524 ","PRJNA238534","GCA_000720235.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/235/GCA_000720235.1_ASM72023v1"
683,"Streptomyces sp. NRRL WC-3725","NRRL WC-3725","SAMN02645528 ","PRJNA238534","GCA_000720295.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/295/GCA_000720295.1_ASM72029v1"
684,"Streptomyces sp. NRRL B-1347","NRRL B-1347","SAMN02645333 ","PRJNA238534","GCA_000720325.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/325/GCA_000720325.1_ASM72032v1"
685,"Streptomyces sp. NRRL B-24051","NRRL B-24051","SAMN02645359 ","PRJNA238534","GCA_000720405.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/405/GCA_000720405.1_ASM72040v1"
686,"Streptomyces sp. NRRL S-146","NRRL S-146","SAMN02645377 ","PRJNA238534","GCA_000720505.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/505/GCA_000720505.1_ASM72050v1"
687,"Streptomyces sp. NRRL S-378","NRRL S-378","SAMN02645404 ","PRJNA238534","GCA_000720645.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/645/GCA_000720645.1_ASM72064v1"
688,"Streptomyces sp. NRRL WC-3795","NRRL WC-3795","SAMN02645413 ","PRJNA238534","GCA_000720675.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/675/GCA_000720675.1_ASM72067v1"
689,"Streptomyces sp. NRRL S-646","NRRL S-646","SAMN02645435 ","PRJNA238534","GCA_000720765.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/765/GCA_000720765.1_ASM72076v1"
690,"Streptomyces sp. NRRL S-515","NRRL S-515","SAMN02645437 ","PRJNA238534","GCA_000720795.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/795/GCA_000720795.1_ASM72079v1"
691,"Streptomyces sp. NRRL S-1868","NRRL S-1868","SAMN02645446 ","PRJNA238534","GCA_000721305.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/305/GCA_000721305.1_ASM72130v1"
692,"Streptomyces sp. NRRL S-1831","NRRL S-1831","SAMN02645462 ","PRJNA238534","GCA_000721335.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/335/GCA_000721335.1_ASM72133v1"
693,"Streptomyces sp. NRRL F-5650","NRRL F-5650","SAMN02645464 ","PRJNA238534","GCA_000721365.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/365/GCA_000721365.1_ASM72136v1"
694,"Streptomyces sp. NRRL F-5702","NRRL F-5702","SAMN02645472 ","PRJNA238534","GCA_000721415.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/415/GCA_000721415.1_ASM72141v1"
695,"Streptomyces sp. NRRL F-5527","NRRL F-5527","SAMN02645480 ","PRJNA238534","GCA_000721435.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/435/GCA_000721435.1_ASM72143v1"
696,"Streptomyces sp. NRRL F-6628","NRRL F-6628","SAMN02645492 ","PRJNA238534","GCA_000721455.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/455/GCA_000721455.1_ASM72145v1"
697,"Streptomyces sp. NRRL F-5193","NRRL F-5193","SAMN02645494 ","PRJNA238534","GCA_000721515.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/515/GCA_000721515.1_ASM72151v1"
698,"Streptomyces sp. NRRL F-3307","NRRL F-3307","SAMN02645497 ","PRJNA238534","GCA_000721525.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/525/GCA_000721525.1_ASM72152v1"
699,"Streptomyces sp. NRRL S-325","NRRL S-325","SAMN02645517 ","PRJNA238534","GCA_000721595.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/595/GCA_000721595.1_ASM72159v1"
700,"Streptomyces sp. NRRL S-37","NRRL S-37","SAMN02645520 ","PRJNA238534","GCA_000721605.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/605/GCA_000721605.1_ASM72160v1"
701,"Streptomyces sp. NRRL S-384","NRRL S-384","SAMN02645521 ","PRJNA238534","GCA_000721625.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/625/GCA_000721625.1_ASM72162v1"
702,"Streptomyces sp. NRRL WC-3683","NRRL WC-3683","SAMN02645527 ","PRJNA238534","GCA_000721645.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/645/GCA_000721645.1_ASM72164v1"
703,"Streptomyces sp. NRRL B-24720","NRRL B-24720","SAMN02645235 ","PRJNA238534","GCA_000721715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/715/GCA_000721715.1_ASM72171v1"
